Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
CREDIT,12/11/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:121025 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000015125785 EED:251211   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 3455125785TC",49490.30,ACH_CREDIT,108206.10,,
DSLIP,12/11/2025,"REMOTE ONLINE DEPOSIT #          1",26000.00,CHECK_DEPOSIT,58715.80,1,
CREDIT,12/11/2025,"BOOK TRANSFER CREDIT B/O: LB ELECTRICAL SERVICES INC SAN GABRIEL CA 91775-1507 US TRN: 3621785345ES",10000.00,WIRE_INCOMING,32715.80,,
DEBIT,12/10/2025,"Zelle payment to carlos 27279950104",-95.00,QUICKPAY_DEBIT,22715.80,,
DEBIT,12/10/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:251210 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000023118719 EED:251210   IND ID:A4482                        IND NAME:SHANGQI LI                                                                                                   AM TRN: 3443118719TC",-9112.69,ACH_DEBIT,22810.80,,
DEBIT,12/10/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:251130 CO ENTRY DESCR:MERCH FEESSEC:CCD    TRACE#:043305139495158 EED:251210   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE TRN: 3449495158TC",-154.95,ACH_DEBIT,31923.49,,
DEBIT,12/10/2025,"ORIG CO NAME:CA DEPT TAX FEE        ORIG ID:2822162215 DESC DATE:251209 CO ENTRY DESCR:CDTFA EPMTSEC:CCD    TRACE#:042000015768799 EED:251210   IND ID:23005096                     IND NAME:ICAR LIFESTYLE TRN: 3445768799TC",-40000.00,ACH_DEBIT,32078.44,,
DEBIT,12/10/2025,"ALICES KITCHEN (TEMPL 131-27305592 IL        12/10",-131.21,DEBIT_CARD,72078.44,,
DEBIT,12/09/2025,"Zelle payment to ch JPM99bxsoa7k",-868.00,CHASE_TO_PARTNERFI,72209.65,,
DEBIT,12/09/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:120825 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000018753541 EED:251209   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3438753541TC",-1408.84,ACH_DEBIT,73077.65,,
CREDIT,12/09/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:120825 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000017785252 EED:251209   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 3437785252TC",45067.23,ACH_CREDIT,74486.49,,
DEBIT,12/08/2025,"COSTCO WHSE #0947 ONTARIO CA         882838  12/08",-83.55,DEBIT_CARD,29419.26,,
DEBIT,12/08/2025,"Zelle payment to sgv 27236305901",-160.00,QUICKPAY_DEBIT,29502.81,,
DEBIT,12/08/2025,"HELP HALF PLUS INC. 833-387-7396 CA          12/06",-31.68,DEBIT_CARD,29662.81,,
CREDIT,12/08/2025,"Zelle payment from MENGFEI LIU 27254813110",100.00,QUICKPAY_CREDIT,29694.49,,
CREDIT,12/08/2025,"Zelle payment from JIAQI LI 27239468253",458.84,QUICKPAY_CREDIT,29594.49,,
CREDIT,12/08/2025,"Zelle payment from TIANJUN LI 27259673345",2000.00,QUICKPAY_CREDIT,29135.65,,
CHECK,12/05/2025,"CHECK 1114  ",-2275.73,CHECK_PAID,27135.65,1114,
DEBIT,12/05/2025,"Zelle payment to Zijie 27226157558",-200.00,QUICKPAY_DEBIT,29411.38,,
DEBIT,12/05/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: BK AMER NYC/026009593 A/C: GLENVIEW LUXURY IMPORTS LLC GLENVIEW IL 60025 US REF: GRECALE MODENA 7432224 IMAD: 1205MMQFMP2N030244 TRN: 3726955339ES 12/05",-42367.00,WIRE_OUTGOING,29611.38,,
DEBIT,12/05/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:120425 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000013075772 EED:251205   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3393075772TC",-11802.17,ACH_DEBIT,71978.38,,
CREDIT,12/05/2025,"ORIG CO NAME:Perimeter Billia       ORIG ID:STRIPE6088 DESC DATE:SD1307 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:242071759943012 EED:251205   IND ID:M2M4O7I8C2P0                 IND NAME:ATTITUDE D LLC                                                                                               STRIPE6088 TRN: 3399943012TC",43042.00,ACH_CREDIT,83780.55,,
DEBIT,12/04/2025,"ORIG CO NAME:CARFAX                 ORIG ID:1251465303 DESC DATE:120325 CO ENTRY DESCR:BT1203    SEC:CCD    TRACE#:111000024784792 EED:251204   IND ID:000000342179786              IND NAME:Attitude D llc                                                                                               CARFAX TRN: 3384784792TC",-1248.00,ACH_DEBIT,40738.55,,
DEBIT,12/04/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:120325 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000014358885 EED:251204   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3384358885TC",-37350.78,ACH_DEBIT,41986.55,,
DEBIT,12/04/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:120325 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000014358884 EED:251204   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3384358884TC",-43248.21,ACH_DEBIT,79337.33,,
CREDIT,12/04/2025,"ORIG CO NAME:Bo Sports LLC          ORIG ID:1931659949 DESC DATE:251203 CO ENTRY DESCR:ACH DEP   SEC:PPD    TRACE#:311079302088422 EED:251204   IND ID:                             IND NAME:ATTITUDE D LLC DBA ICA TRN: 3382088422TC",9674.00,ACH_CREDIT,122585.54,,
CREDIT,12/04/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:120325 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000013898978 EED:251204   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 3383898978TC",41673.82,ACH_CREDIT,112911.54,,
DEBIT,12/03/2025,"SERVICE CHARGES FOR THE MONTH OF NOVEMBER",-95.00,FEE_TRANSACTION,71237.72,,
CHECK,12/03/2025,"CHECK 1111  ",-1356.84,CHECK_PAID,71332.72,1111,
CHECK,12/03/2025,"CHECK 1113  ",-1829.19,CHECK_PAID,72689.56,1113,
CHECK,12/03/2025,"CHECK 1112  ",-1356.84,CHECK_PAID,74518.75,1112,
DEBIT,12/03/2025,"Zelle payment to Caglar JPM99bwynw3r",-240.00,CHASE_TO_PARTNERFI,75875.59,,
DEBIT,12/03/2025,"ORIG CO NAME:Westlake Fin 323       ORIG ID:1222528269 DESC DATE:251202 CO ENTRY DESCR:Westlake  SEC:CCD    TRACE#:051000011501751 EED:251203   IND ID:000001794829366              IND NAME:CHASE BANK                                                                                                   9003488 TRN: 3371501751TC",-8911.81,ACH_DEBIT,76115.59,,
DEBIT,12/03/2025,"OOMA,INC 888-711-6662 CA                     12/03",-220.94,DEBIT_CARD,85027.40,,
DEBIT,12/03/2025,"HELP HALF PLUS INC. 833-387-7396 CA          12/03",-30.97,DEBIT_CARD,85248.34,,
CREDIT,12/03/2025,"Zelle payment from TIAN ZHOU BACm1wfp2bqk",1000.00,PARTNERFI_TO_CHASE,85279.31,,
CREDIT,12/03/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000019512769 EED:251203   IND ID:17929134                     IND NAME:ICAR LIFESTYLE                                                                                               6020603 TRN: 3379512769TC",17075.00,ACH_CREDIT,84279.31,,
DEBIT,12/02/2025,"Zelle payment to Ovis JPM99bwuuvm3",-20.00,CHASE_TO_PARTNERFI,67204.31,,
DEBIT,12/02/2025,"Zelle payment to Ovis JPM99bwulj2j",-600.00,CHASE_TO_PARTNERFI,67224.31,,
DEBIT,12/02/2025,"Zelle payment to ch JPM99bwuav0v",-129.00,CHASE_TO_PARTNERFI,67824.31,,
DEBIT,12/02/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:120125 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232109125700 EED:251202   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :5UX23EU06S9W25247 ,2025-B M W-X SE ERIES     DYNAMIC EFT TRN: 3369125700TC",-875.98,ACH_DEBIT,67953.31,,
DEBIT,12/02/2025,"ORIG CO NAME:IPFS866-412-6739       ORIG ID:0AD2424370 DESC DATE:       CO ENTRY DESCR:IPFSPMTWASSEC:CCD    TRACE#:101000018750667 EED:251202   IND ID:561402                       IND NAME:ATTITUDE D LLC                                                                                               GDxLk2vV TRN: 3368750667TC",-837.88,ACH_DEBIT,68829.29,,
DEBIT,12/02/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:120125 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000019016502 EED:251202   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3369016502TC",-3753.45,ACH_DEBIT,69667.17,,
DEBIT,12/02/2025,"Zelle payment to m2009 JPM99bwrtzdl",-70.00,CHASE_TO_PARTNERFI,73420.62,,
CREDIT,12/02/2025,"Zelle payment from XUEWEI ZHANG 27181880320",700.00,QUICKPAY_CREDIT,73490.62,,
CREDIT,12/02/2025,"Zelle payment from HANXIAO MA 27181908404",1000.00,QUICKPAY_CREDIT,72790.62,,
CREDIT,12/02/2025,"Zelle payment from HANXIAO MA BACx02rp7q21",1000.00,PARTNERFI_TO_CHASE,71790.62,,
CREDIT,12/02/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:120125 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000018598806 EED:251202   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 3368598806TC",60577.87,ACH_CREDIT,70790.62,,
DEBIT,12/01/2025,"Zelle payment to ivy 27169126039",-2000.00,QUICKPAY_DEBIT,10212.75,,
DEBIT,12/01/2025,"Zelle payment to ch JPM99bwrd9p5",-881.00,CHASE_TO_PARTNERFI,12212.75,,
DEBIT,12/01/2025,"Zelle payment to andra feng JPM99bwq9ii6",-30.00,CHASE_TO_PARTNERFI,13093.75,,
DEBIT,12/01/2025,"ORIG CO NAME:Dealertrack            ORIG ID:4013137ZST DESC DATE:251201 CO ENTRY DESCR:PURCHASE  SEC:CCD    TRACE#:122043480473131 EED:251201   IND ID:139478183                    IND NAME:Icar Lifestyle Icar Li                                                                                       9163685303 TRN: 3350473131TC",-29228.13,ACH_DEBIT,13123.75,,
DEBIT,12/01/2025,"Zelle payment to Icar 26796308205",-2500.00,QUICKPAY_DEBIT,42351.88,,
DEBIT,12/01/2025,"Zelle payment to great silk JPM99bwe74k0",-1000.00,CHASE_TO_PARTNERFI,44851.88,,
CREDIT,12/01/2025,"Zelle payment from YING LIU BACvzrmt2x2y",300.00,PARTNERFI_TO_CHASE,45851.88,,
DEBIT,11/28/2025,"ORIG CO NAME:NOWCOM, LLC            ORIG ID:1911718107 DESC DATE:       CO ENTRY DESCR:DEALERCNTRSEC:CCD    TRACE#:104000012954873 EED:251128   IND ID:M121358585914                IND NAME:ATTITUDE D LLC TRN: 3322954873TC",-867.27,ACH_DEBIT,45551.88,,
CHECK,11/28/2025,"CHECK 1110  ",-12316.00,CHECK_PAID,46419.15,1110,
CREDIT,11/28/2025,"ORIG CO NAME:NEXTGEAR FUNDING       ORIG ID:1201990165 DESC DATE:112625 CO ENTRY DESCR:FUNDING   SEC:CCD    TRACE#:091000012291704 EED:251128   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3322291704TC",48452.62,ACH_CREDIT,58735.15,,
CREDIT,11/28/2025,"FEDWIRE CREDIT VIA: MICHIGAN FIRST CREDIT UNION/272078365 B/O: LAKYTCHIA WHITE MOUNT CLEMENS MI 48043-2469 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=NOTPROVIDED OBI=/PURP/NARR/URI/DOWN PAYMENT FOR C ARVIN # WP0A A2A72JL119600 IMAD: 1128GMQFMP01003480 TRN: 0550461332FF",9800.00,WIRE_INCOMING,10282.53,,
DEBIT,11/26/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:112525 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232108792407 EED:251126   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :5UX23EU06S9W25247 ,2025-B M W-X SE ERIES     DYNAMIC EFT TRN: 3308792407TC",-10000.00,ACH_DEBIT,482.53,,
DEBIT,11/26/2025,"Zelle payment to lauren JPM99bw1jip5",-950.00,CHASE_TO_PARTNERFI,10482.53,,
CREDIT,11/26/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000016853660 EED:251126   IND ID:17902560                     IND NAME:ICAR LIFESTYLE                                                                                               6017050 TRN: 3306853660TC",500.00,ACH_CREDIT,11432.53,,
CREDIT,11/26/2025,"Online Transfer from CHK ...9383 transaction#: 27104648381",1500.00,ACCT_XFER,10932.53,,
CREDIT,11/26/2025,"Zelle payment from ZHENXI JIN 27104397774",2000.00,QUICKPAY_CREDIT,9432.53,,
CREDIT,11/26/2025,"ATM CASH DEPOSIT 11/26 60 E HUNTINGTON DR ARCADIA CA",2500.00,ATM,7432.53,,
DEBIT,11/25/2025,"Zelle payment to alex bronco 27089589535",-300.00,QUICKPAY_DEBIT,4932.53,,
DEBIT,11/25/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:112425 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232109649985 EED:251125   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :55SWF4JB2JU263558 ,2018-Mercedes-B Benz-C-ClaDYNAMIC EFT TRN: 3299649985TC",-1768.74,ACH_DEBIT,5232.53,,
DEBIT,11/25/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:112425 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232109650125 EED:251125   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :W1N0G8DB3NG093397 ,2022-Mercedes-B Benz-GLC  DYNAMIC EFT TRN: 3299650125TC",-2677.63,ACH_DEBIT,7001.27,,
DEBIT,11/25/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:112425 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000015466213 EED:251125   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3295466213TC",-32342.47,ACH_DEBIT,9678.90,,
DEBIT,11/25/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:112425 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000015466214 EED:251125   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3295466214TC",-63858.89,ACH_DEBIT,42021.37,,
DEBIT,11/24/2025,"Zelle payment to angel JPM99bvwopcb",-300.00,CHASE_TO_PARTNERFI,105880.26,,
DEBIT,11/24/2025,"Zelle payment to Marlon 27075613205",-120.00,QUICKPAY_DEBIT,106180.26,,
DEBIT,11/24/2025,"Zelle payment to 228 27065634940",-300.00,QUICKPAY_DEBIT,106300.26,,
DEBIT,11/24/2025,"ORIG CO NAME:WASTE MANAGEMENT       ORIG ID:9580653001 DESC DATE:251121 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:021000029197830 EED:251124   IND ID:000221937893009              IND NAME:Cundi Fang                 Log in to the MY WM Account Page fo r payment details. TRN: 3289197830TC",-274.50,ACH_DEBIT,106600.26,,
DEBIT,11/24/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:112125 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000019393721 EED:251124   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3289393721TC",-27823.98,ACH_DEBIT,106874.76,,
DEBIT,11/24/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          11/22",-199.95,DEBIT_CARD,134698.74,,
DEBIT,11/24/2025,"Zelle payment to andrew ru JPM99bvm223q",-300.00,CHASE_TO_PARTNERFI,134898.69,,
CREDIT,11/24/2025,"Zelle payment from ALEX JAHANMIR 27082279233",300.00,QUICKPAY_CREDIT,135198.69,,
CREDIT,11/24/2025,"ORIG CO NAME:MOBILE COMMERCE        ORIG ID:9200502235 DESC DATE:251124 CO ENTRY DESCR:ACH Pmt   SEC:CCD    TRACE#:021000029432218 EED:251124   IND ID:11196687923                  IND NAME:ATTITUDE D LLC DBA ICA     1GNSCEKD0RR141406 down payment TRN: 3289432218TC",9500.00,ACH_CREDIT,134898.69,,
CREDIT,11/24/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:112125 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000019378150 EED:251124   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 3289378150TC",37420.38,ACH_CREDIT,125398.69,,
CHECK,11/21/2025,"CHECK 1108  ",-0.13,CHECK_PAID,87978.31,1108,
DEBIT,11/21/2025,"Zelle payment to Ovis JPM99bvjilic",-160.00,CHASE_TO_PARTNERFI,87978.44,,
DEBIT,11/21/2025,"Zelle payment to feibiao 27046516713",-2950.00,QUICKPAY_DEBIT,88138.44,,
DEBIT,11/21/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: F121000358/121000358 A/C: KYLE YAO ZHANG COVINA CA 91722 US REF: BUY BMW X3 F35824/TIME/18:41 IMAD: 1121MMQFMP2M027007 TRN: 3507335325ES 11/21",-15800.00,WIRE_OUTGOING,91088.44,,
DEBIT,11/21/2025,"Zelle payment to andra feng JPM99bvicchq",-30.00,CHASE_TO_PARTNERFI,106888.44,,
CHECK,11/21/2025,"CHECK 1104  ",-1356.84,CHECK_PAID,106918.44,1104,
DSLIP,11/21/2025,"DEPOSIT  ID NUMBER 421129",27000.00,DEPOSIT,108275.28,,
DSLIP,11/21/2025,"REMOTE ONLINE DEPOSIT #          1",33259.86,CHECK_DEPOSIT,81275.28,1,
DEBIT,11/20/2025,"Zelle payment to ch JPM99bveu0di",-684.00,CHASE_TO_PARTNERFI,48015.42,,
DEBIT,11/20/2025,"Zelle payment to ch JPM99bvers10",-1306.00,CHASE_TO_PARTNERFI,48699.42,,
DEBIT,11/20/2025,"ONLINE DOMESTIC WIRE TRANSFER A/C: LING CHEN FREMONT CA 94538-4827 US REF: 228 PAY VIN 7K68616/ACC/338023390 CHEN LING 3200 ZANKER RD 1221 SAN JO SE CA 95134 US TRN: 3418775324ES 11/20",-20800.00,WIRE_OUTGOING,50005.42,,
CHECK,11/20/2025,"CHECK 1105  ",-1356.84,CHECK_PAID,70805.42,1105,
CHECK,11/20/2025,"CHECK 1106  ",-145.64,CHECK_PAID,72162.26,1106,
DEBIT,11/20/2025,"Zelle payment to hiromitu JPM99bvd8az8",-300.00,CHASE_TO_PARTNERFI,72307.90,,
DEBIT,11/20/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:111925 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000015351826 EED:251120   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3245351826TC",-6027.56,ACH_DEBIT,72607.90,,
DEBIT,11/20/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:111925 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000015351825 EED:251120   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3245351825TC",-23649.51,ACH_DEBIT,78635.46,,
DEBIT,11/20/2025,"Zelle payment to clean JPM99bvc19nl",-150.00,CHASE_TO_PARTNERFI,102284.97,,
DSLIP,11/20/2025,"REMOTE ONLINE DEPOSIT #          1",14279.65,CHECK_DEPOSIT,102434.97,1,
DEBIT,11/19/2025,"Zelle payment to andra feng JPM99bv9s6wg",-60.00,CHASE_TO_PARTNERFI,88155.32,,
CREDIT,11/19/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000017794212 EED:251119   IND ID:17865710                     IND NAME:ICAR LIFESTYLE                                                                                               6011590 TRN: 3237794212TC",24000.00,ACH_CREDIT,88215.32,,
DSLIP,11/19/2025,"REMOTE ONLINE DEPOSIT #          1",3000.00,CHECK_DEPOSIT,64215.32,1,
CREDIT,11/19/2025,"BOOK TRANSFER CREDIT B/O: DBS BANK LTD SINGAPORE SINGAPORE 01898-2 SG ORG:/2716168743 ZHONG YUANYUAN OGB: DBS BANK LTD 12 MARINA BOULEVARD LEVEL 44 REF:/ROC/MB76349552431694/URI/FOR BY MY CAR/OCMT/USD20650,/ TRN: 2233764322JS",20650.00,WIRE_INCOMING,61215.32,,
DEBIT,11/18/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: BK AMER NYC/026009593 A/C: ORANGE TRUCK SALES ORLANDO FL 32807 US REF: ICAR LIFESTYLE FREIGHTLINER IMAD: 1118MMQFMP2K031550 TRN: 3442185322ES 11/18",-39000.00,WIRE_OUTGOING,40565.32,,
DEBIT,11/18/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:111725 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232102264196 EED:251118   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,Aud it Fee 2025/11/07 00:00:00.000                DYNAMIC EFT TRN: 3222264196TC",-125.00,ACH_DEBIT,79565.32,,
DEBIT,11/18/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:111725 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232102264224 EED:251118   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,Pay ment-1units                                   DYNAMIC EFT TRN: 3222264224TC",-2255.70,ACH_DEBIT,79690.32,,
DEBIT,11/18/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:111725 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232102264032 EED:251118   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :7SAYGDEE8PF865047 ,2023-TESLA-MODE EL Y      DYNAMIC EFT TRN: 3222264032TC",-30098.28,ACH_DEBIT,81946.02,,
DEBIT,11/18/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:111725 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000017955337 EED:251118   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3227955337TC",-25162.77,ACH_DEBIT,112044.30,,
CREDIT,11/18/2025,"Zelle payment from YUANYUAN ZHONG BACxuhbbzl2p",170.00,PARTNERFI_TO_CHASE,137207.07,,
CREDIT,11/18/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:111725 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000017667563 EED:251118   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 3227667563TC",19051.49,ACH_CREDIT,137037.07,,
CREDIT,11/18/2025,"ORIG CO NAME:NEXTGEAR FUNDING       ORIG ID:1201990165 DESC DATE:111725 CO ENTRY DESCR:FUNDING   SEC:CCD    TRACE#:091000017954157 EED:251118   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 3227954157TC",32000.00,ACH_CREDIT,117985.58,,
DSLIP,11/18/2025,"DEPOSIT  ID NUMBER 589845",9000.00,DEPOSIT,85985.58,,
CREDIT,11/18/2025,"BOOK TRANSFER CREDIT B/O: DBS BANK LTD SINGAPORE SINGAPORE 01898-2 SG ORG:/2716168743 ZHONG YUANYUAN OGB: DBS BANK LTD 12 MARINA BOULEVARD LEVEL 44 REF:/ROC/MB76342383462774/URI/FOR BY MY CAR/OCMT/USD20480,26/ TRN: 2269680321JS",20480.26,WIRE_INCOMING,76985.58,,
DEBIT,11/17/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: WELLS FARGO NA/121000248 A/C: CHAOYI ZHANG ARCADIA CA 91007 US REF: GTMC/TIME/21:42 IMAD: 1117MMQFMP2N034668 TRN: 3835915321ES 11/17",-28214.00,WIRE_OUTGOING,56505.32,,
DEBIT,11/17/2025,"Zelle payment to lee JPM99bv2qyts",-1829.91,CHASE_TO_PARTNERFI,84719.32,,
DEBIT,11/17/2025,"Zelle payment to ch JPM99bv285cx",-72.00,CHASE_TO_PARTNERFI,86549.23,,
DEBIT,11/17/2025,"Zelle payment to JandB 26995416645",-880.00,QUICKPAY_DEBIT,86621.23,,
DEBIT,11/17/2025,"Zelle payment to Reputation JPM99busd7k3",-80.00,CHASE_TO_PARTNERFI,87501.23,,
CREDIT,11/17/2025,"Zelle payment from ANDREW PURDY WFCT0ZHGDNCG",300.00,PARTNERFI_TO_CHASE,87581.23,,
CREDIT,11/17/2025,"Zelle payment from MOBILE COMMERCE INC 26979003207",500.00,QUICKPAY_CREDIT,87281.23,,
CREDIT,11/17/2025,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: LENDBUZZ FUNDING LLC BOSTON MA 02110 US REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=464068X2211741 OBI=/URI/2HK RS3H26SH307008 : 2211741 BBI=/CHGS/USD0,00/ IMAD: 1117I1B7031R012793 TRN: 0797841321FF",22262.61,WIRE_INCOMING,86781.23,,
CREDIT,11/17/2025,"FEDWIRE CREDIT VIA: WELLS FARGO BANK, N.A./121000248 B/O: LENDBUZZ FUNDING LLC BOSTON MA 02110 US REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=464070X2234787 OBI=/URI/7SA YGDEE8PF865047 : 2234787 BBI=/CHGS/USD0,00/ IMAD: 1117I1B7033R011296 TRN: 0729171321FF",26968.11,WIRE_INCOMING,64518.62,,
DEBIT,11/14/2025,"Zelle payment to orange JPM99buqcxcg",-1000.00,CHASE_TO_PARTNERFI,37550.51,,
DEBIT,11/14/2025,"ORIG CO NAME:EMPLOYMENT DEVEL       ORIG ID:2282533055 DESC DATE:111325 CO ENTRY DESCR:EDD EFTPMTSEC:CCD    TRACE#:042000012535351 EED:251114   IND ID:324112864                    IND NAME:ICAR LIFESTYLE                                                                                               PAYMENT TRN: 3182535351TC",-544.84,ACH_DEBIT,38550.51,,
